,Age,Gender,City,Position,Years of experience,Seniority level,Salary_in_EUR,Main language at work,Company size,Company type,Year
838,33,Male,MUNICH,MACHINE LEARNING ENGINEER,12.0,LEAD,115000.0,Deutsch,100-1000,STARTUP,2019
839,34,Male,BERLIN,CLOUD PLATFORM ENGINEER,13.0,SENIOR,66000.0,Deutsch,1000+,CONSULTING / AGENCY,2019
840,52,Male,COLOGNE,NETWORK ENGINEER,30.0,SENIOR,60000.0,Deutsch,1000+,CONSULTING / AGENCY,2019
841,31,Male,BERLIN,DATA ENGINEER,10.0,SENIOR,105000.0,English,1000+,PRODUCT,2019
842,28,Male,BERLIN,BACKEND DEVELOPER,7.0,SENIOR,72000.0,English,1000+,PRODUCT,2019
843,35,Male,MUNICH,GAME DEVELOPER,11.0,SENIOR,65000.0,English,10-50,STARTUP,2019
844,29,Male,BERLIN,FULLSTACK DEVELOPER,4.0,SENIOR,55000.0,English,100-1000,PRODUCT,2019
845,37,Male,AMSTERDAM,SAP CONSULTANT,13.0,SENIOR,107000.0,English,100-1000,PRODUCT,2019
846,34,Male,FRANKFURT,DATA ENGINEER,4.0,MIDDLE,90000.0,Deutsch,10-50,PRODUCT,2019
847,45,Male,MUNICH,BACKEND DEVELOPER,19.0,SENIOR,73000.0,Deutsch,100-1000,PRODUCT,2019
848,31,Female,BERLIN,BACKEND DEVELOPER,5.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
849,32,Male,FRANKFURT,MACHINE LEARNING ENGINEER,2.0,MIDDLE,68000.0,Deutsch,1000+,CONSULTING / AGENCY,2019
850,32,Male,BERLIN,FULLSTACK DEVELOPER,10.0,SENIOR,75000.0,English,10-50,STARTUP,2019
851,32,Male,MUNICH,FULLSTACK DEVELOPER,9.0,SENIOR,61000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
852,29,Male,ROTTERDAM,DATA SCIENTIST,1.0,MIDDLE,42000.0,English,10-50,CONSULTING / AGENCY,2019
853,41,Male,BERLIN,DATA ENGINEER,25.0,SENIOR,72000.0,English,50-100,STARTUP,2019
854,36,Male,ANTWERPEN,MANAGER,15.0,MIDDLE,36000.0,English,100-1000,BODYSHOP / OUTSOURCE,2019
855,42,Male,TALLINN,BACKEND DEVELOPER,19.0,SENIOR,58000.0,English,100-1000,PRODUCT,2019
856,41,Male,AMSTERDAM,BACKEND DEVELOPER,17.0,SENIOR,75000.0,English,100-1000,STARTUP,2019
857,33,Male,BERLIN,BACKEND DEVELOPER,11.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
858,38,Male,BERLIN,MOBILE DEVELOPER,11.0,SENIOR,78000.0,English,50-100,STARTUP,2019
859,33,Female,MUNICH,DATA SCIENTIST,3.0,JUNIOR,60000.0,Deutsch,1000+,PRODUCT,2019
860,35,Male,MUNICH,EMBEDDED DEVELOPER,13.0,SENIOR,78000.0,English,50-100,CONSULTING / AGENCY,2019
861,30,Male,BERLIN,SUPPORT,2.0,MIDDLE,55000.0,English,100-1000,PRODUCT,2019
862,41,Female,MUNICH,MANAGER,18.0,SENIOR,109000.0,Deutsch,1000+,PRODUCT,2019
863,30,Male,BERLIN,BACKEND DEVELOPER,10.0,SENIOR,78000.0,English,100-1000,PRODUCT,2019
864,33,Male,MUNICH,SOFTWARE ENGINEER,15.0,SENIOR,69000.0,English,100-1000,PRODUCT,2019
865,32,Male,DÜSSELDORF,SRE,7.0,SENIOR,56000.0,English,1000+,PRODUCT,2019
866,27,Male,BERLIN,FULLSTACK DEVELOPER,11.0,SENIOR,78000.0,English,1000+,STARTUP,2019
867,28,Male,MUNICH,DATA SCIENTIST,2.0,JUNIOR,52000.0,Deutsch,10-50,CONSULTING / AGENCY,2019
868,28,Male,BERLIN,DATA SCIENTIST,2.0,JUNIOR,75000.0,English,10-50,STARTUP,2019
869,28,Male,AMSTERDAM,QA,6.0,SENIOR,70000.0,English,100-1000,PRODUCT,2019
870,29,Male,AMSTERDAM,BACKEND DEVELOPER,9.0,MIDDLE,70000.0,English,100-1000,PRODUCT,2019
871,22,Male,KYIV,DATA SCIENTIST,1.0,JUNIOR,21600.0,Ukrainian,50-100,PRODUCT,2019
872,26,Male,MUNICH,BACKEND DEVELOPER,6.0,MIDDLE,62000.0,Deutsch,50-100,CONSULTING / AGENCY,2019
873,40,Male,MUNICH,SOFTWARE ARCHITECT,22.0,SENIOR,95000.0,Deutsch,100-1000,PRODUCT,2019
874,34,Male,MUNICH,BACKEND DEVELOPER,15.0,SENIOR,86000.0,English,1000+,PRODUCT,2019
875,25,Female,BERLIN,FULLSTACK DEVELOPER,6.0,SENIOR,54000.0,English,100-1000,PRODUCT,2019
876,29,Female,BERLIN,BACKEND DEVELOPER,3.0,MIDDLE,49000.0,English,100-1000,PRODUCT,2019
877,40,Male,NUREMBERG,BACKEND DEVELOPER,1.0,JUNIOR,48000.0,English,50-100,STARTUP,2019
878,33,Male,MUNICH,BACKEND DEVELOPER,12.0,SENIOR,65000.0,English,50-100,PRODUCT,2019
879,32,Male,AMSTERDAM,BACKEND DEVELOPER,5.0,MIDDLE,53000.0,English,50-100,PRODUCT,2019
880,33,Female,BERLIN,BACKEND DEVELOPER,6.0,SENIOR,62000.0,English,100-1000,PRODUCT,2019
881,32,Male,BERLIN,BACKEND DEVELOPER,5.0,MIDDLE,60000.0,English,1000+,PRODUCT,2019
882,40,Male,MUNICH,MANAGER,16.0,SENIOR,120000.0,English,100-1000,PRODUCT,2019
883,23,Male,BERLIN,BACKEND DEVELOPER,4.0,MIDDLE,58000.0,English,100-1000,STARTUP,2019
884,28,Male,KOBLENZ,FRONTEND DEVELOPER,2.0,JUNIOR,48000.0,Deutsch,1000+,PRODUCT,2019
885,28,Male,WÜRZBURG ,FULLSTACK DEVELOPER,6.0,MIDDLE,72000.0,Deutsch,10-50,STARTUP,2019
886,29,Male,BERLIN,QA,5.0,MIDDLE,59000.0,English,1000+,STARTUP,2019
887,28,Male,BERLIN,BACKEND DEVELOPER,7.0,SENIOR,73000.0,English,1000+,PRODUCT,2019
888,30,Female,AMSTERDAM,MANAGER,8.0,SENIOR,65000.0,English,1000+,BODYSHOP / OUTSOURCE,2019
889,25,Male,AMSTERDAM,BACKEND DEVELOPER & TEAM LEAD,7.0,MIDDLE,89000.0,English,1000+,PRODUCT,2019
890,39,Male,AMSTERDAM,MOBILE DEVELOPER,15.0,SENIOR,65000.0,English,50-100,PRODUCT,2019
891,33,Male,MUNICH,DEVOPS,10.0,SENIOR,88000.0,English,1000+,PRODUCT,2019
892,43,Male,HAMBURG,SUPPORT,20.0,MIDDLE,60000.0,English,100-1000,STARTUP,2019
893,28,Male,AMSTERDAM,QA,2.0,MIDDLE,45000.0,English,50-100,PRODUCT,2019
894,30,Male,AMSTERDAM,FRONTEND DEVELOPER,12.0,SENIOR,77700.0,English,100-1000,STARTUP,2019
895,37,Male,AMSTERDAM,DEVOPS,15.0,SENIOR,80000.0,English,1000+,PRODUCT,2019
896,35,Male,BERLIN,SRE,13.0,SENIOR,85000.0,English,50-100,PRODUCT,2019
897,30,Male,ZURICH,SRE,6.0,MIDDLE,150000.0,English,1000+,PRODUCT,2019
898,35,Male,AMSTERDAM,BACKEND DEVELOPER,15.0,SENIOR,82500.0,English,up to 10,PRODUCT,2019
899,30,Male,BREMEN,BACKEND DEVELOPER,2.0,JUNIOR,52000.0,Deutsch,10-50,PRODUCT,2019
900,31,Male,MUNICH,MOBILE DEVELOPER,5.0,SENIOR,60000.0,English,50-100,PRODUCT,2019
901,33,Male,MUNICH,BACKEND DEVELOPER,2.0,JUNIOR,50000.0,English,1000+,PRODUCT,2019
902,24,Male,AMSTERDAM,DATA ENGINEER,5.0,SENIOR,65000.0,English,100-1000,BODYSHOP / OUTSOURCE,2019
903,36,Male,BERLIN,BACKEND DEVELOPER,15.0,SENIOR,62000.0,English,100-1000,PRODUCT,2019
904,29,Male,BERLIN,FRONTEND DEVELOPER,3.0,MIDDLE,70000.0,English,100-1000,PRODUCT,2019
905,30,Male,AMSTERDAM,MOBILE DEVELOPER,6.0,SENIOR,81000.0,English,1000+,PRODUCT,2019
906,26,Male,AMSTERDAM,DATA ENGINEER,1.0,JUNIOR,52000.0,English,10-50,CONSULTING / AGENCY,2019
907,31,Male,BERLIN,DEVOPS MANAGER,8.0,SENIOR,85000.0,English,50-100,STARTUP,2019
908,27,Male,HAMBURG,BACKEND DEVELOPER,3.0,MIDDLE,57000.0,English,100-1000,PRODUCT,2019
909,28,Male,LAUSANNE,RESEARCHER,7.0,JUNIOR,50800.0,English,100-1000,UNIVERSITY,2019
910,26,Male,HAMBURG,FRONTEND DEVELOPER,5.0,MIDDLE,41160.0,English,100-1000,PRODUCT,2019
911,24,Male,SAINT PETERSBURG,FULLSTACK DEVELOPER,5.0,MIDDLE,34000.0,Russian,100-1000,BODYSHOP / OUTSOURCE,2019
912,32,Male,BERLIN,BACKEND DEVELOPER,8.0,MIDDLE,55000.0,Deutsch,50-100,PRODUCT,2019
913,40,Male,BERLIN,BACKEND DEVELOPER,6.0,MIDDLE,55000.0,English,1000+,PRODUCT,2019
914,30,Male,BERLIN,MOBILE DEVELOPER,8.0,SENIOR,55000.0,English,100-1000,PRODUCT,2019
915,30,Male,AMSTERDAM,SRE,8.0,SENIOR,107685.0,English,1000+,PRODUCT,2019
916,25,Male,BERLIN,BACKEND DEVELOPER,6.0,LEAD,75000.0,English,100-1000,PRODUCT,2019
917,32,Male,BERLIN,MOBILE DEVELOPER,7.0,SENIOR,60000.0,English,50-100,PRODUCT,2019
918,42,Male,BERLIN,DEVOPS,18.0,SENIOR,72000.0,English,50-100,PRODUCT,2019
919,45,Male,BERLIN,FULLSTACK DEVELOPER,25.0,SENIOR,70000.0,Deutsch,50-100,PRODUCT,2019
920,39,Male,BERLIN,SOLUTION ARCHITECT,10.0,SENIOR,82000.0,English,1000+,PRODUCT,2019
921,26,Male,BERLIN,FULLSTACK DEVELOPER,4.0,MIDDLE,75000.0,English,100-1000,STARTUP,2019
922,30,Male,BERLIN,SRE,11.0,SENIOR,88000.0,English,1000+,PRODUCT,2019
923,35,Male,MUNICH,FRONTEND DEVELOPER,2.0,MIDDLE,60000.0,English,10-50,CONSULTING / AGENCY,2019
924,27,Male,HEIDELBERG,FULLSTACK DEVELOPER,1.0,JUNIOR,45600.0,English,1000+,UNIVERSITY,2019
925,31,Male,BERLIN,FULLSTACK DEVELOPER,10.0,MIDDLE,65000.0,English,100-1000,PRODUCT,2019
926,36,Male,MUNICH,TECH LEAD,10.0,SENIOR,93000.0,English,100-1000,STARTUP,2019
927,45,Male,MUNICH,SCRUM MASTER,4.0,SENIOR,70000.0,English,100-1000,PRODUCT,2019
928,32,Male,BERLIN,BACKEND DEVELOPER,10.0,SENIOR,78000.0,English,100-1000,STARTUP,2019
929,37,Male,STOCKHOLM,DATABASE DEVELOPER (DBA),15.0,SENIOR,60000.0,English,50-100,PRODUCT,2019
930,32,Male,BERLIN,MANAGER,12.0,SENIOR,70000.0,English,100-1000,STARTUP,2019
931,32,Female,BERLIN,BACKEND DEVELOPER,7.0,MIDDLE,81000.0,English,1000+,PRODUCT,2019
932,28,Male,BERLIN,DATA ANALYST,3.0,MIDDLE,62000.0,English,100-1000,PRODUCT,2019
933,31,Male,DÜSSELDORF,BUSINESS ANALYST,5.0,MIDDLE,55000.0,English,1000+,CONSULTING / AGENCY,2019
934,34,Female,BERLIN,BACKEND DEVELOPER,5.0,MIDDLE,60000.0,English,100-1000,PRODUCT,2019
935,24,Male,BERLIN,BACKEND DEVELOPER,3.0,MIDDLE,50000.0,English,100-1000,STARTUP,2019
936,45,Male,MUNICH,DATA ENGINEER,18.0,SENIOR,86700.0,English,1000+,PRODUCT,2019
937,37,Male,BERLIN,BACKEND DEVELOPER,17.0,LEAD,75000.0,English,1000+,PRODUCT,2019
938,35,Female,BERLIN,QA,3.0,MIDDLE,40000.0,English,100-1000,PRODUCT,2019
939,28,Female,BERLIN,MOBILE DEVELOPER,7.0,SENIOR,65000.0,English,100-1000,PRODUCT,2019
940,21,Male,NIZHNY NOVGOROD ,MOBILE DEVELOPER,1.0,JUNIOR,6000.0,Russian,50-100,OUTSOURCE,2019
941,33,Male,BERLIN,FULLSTACK DEVELOPER,10.0,SENIOR,89000.0,English,50-100,PRODUCT,2019
942,32,Female,STUTTGART,MANAGER,3.0,MIDDLE,51000.0,English,10-50,PRODUCT,2019
943,27,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,82000.0,English,50-100,STARTUP,2019
944,32,Female,BERLIN,BACKEND DEVELOPER,3.0,MIDDLE,54000.0,English,100-1000,PRODUCT,2019
945,32,Male,BERLIN,DATA SCIENTIST,10.0,SENIOR,110000.0,English,1000+,PRODUCT,2019
946,26,Male,KYIV,MOBILE DEVELOPER,5.0,SENIOR,34000.0,English,50-100,PRODUCT,2019
947,29,Female,BERLIN,BACKEND DEVELOPER,6.0,MIDDLE,52000.0,English,100-1000,PRODUCT,2019
949,33,Male,AMSTERDAM,MANAGER,8.0,MIDDLE,75000.0,English,1000+,PRODUCT,2019
950,44,Male,MUNICH,DEVOPS,22.0,SENIOR,101000.0,English,1000+,PRODUCT,2019
951,28,Male,MOSCOW,FULLSTACK DEVELOPER,6.0,LEAD,27977.0,Russian,100-1000,PRODUCT,2019
952,21,Male,SAINT-PETERSBURG ,BACKEND DEVELOPER,1.0,MIDDLE,15600.0,Russian,1000+,BODYSHOP / OUTSOURCE,2019
953,25,Male,AMSTERDAM,BACKEND DEVELOPER,6.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
954,33,Male,ROTTERDAM,QA,11.0,SENIOR,70000.0,English,100-1000,PRODUCT,2019
955,30,Male,MINSK,QA,9.0,SENIOR,50000.0,Russian,100-1000,PRODUCT,2019
956,37,Male,FRANKFURT,EMBEDDED DEVELOPER,2.0,JUNIOR,45000.0,English,100-1000,PRODUCT,2019
957,32,Male,MUNICH,BUSINESS ANALYST,9.0,SENIOR,70000.0,English,100-1000,PRODUCT,2019
958,31,Male,HAMBURG,BACKEND DEVELOPER,11.0,MIDDLE,65000.0,Deutsch,100-1000,PRODUCT,2019
959,38,Male,AMSTERDAM,DEVOPS,5.0,SENIOR,100000.0,English,100-1000,PRODUCT,2019
960,30,Male,BERLIN,MANAGER,10.0,SENIOR,83000.0,English,1000+,PRODUCT,2019
961,50,Male,FRANKFURT,MANAGER,28.0,SENIOR,110000.0,English,1000+,CONSULTING / AGENCY,2019
962,50,Male,FRANKFURT,MANAGER,28.0,SENIOR,110000.0,English,1000+,CONSULTING / AGENCY,2019
963,33,Male,AMSTERDAM,FULLSTACK DEVELOPER,4.0,MIDDLE,62000.0,English,100-1000,PRODUCT,2019
964,36,Male,MUNICH,DEVOPS,4.0,MIDDLE,60000.0,English,10-50,PRODUCT,2019
965,28,Male,MUNICH,FRONTEND DEVELOPER,10.0,SENIOR,95000.0,English,1000+,PRODUCT,2019
966,33,Male,AMSTERDAM,RESEARCHER,8.0,MIDDLE,50000.0,English,1000+,UNIVERSITY,2019
967,44,Female,MUNICH,SAP CONSULTANT,6.0,MIDDLE,68000.0,Deutsch,10-50,CONSULTING / AGENCY,2019
968,35,Male,NUREMBERG,FULLSTACK DEVELOPER,9.0,MIDDLE,66000.0,Deutsch,50-100,CONSULTING / AGENCY,2019
969,35,Male,AMSTERDAM,DEVOPS,12.0,SENIOR,67800.0,English,50-100,CONSULTING / AGENCY,2019
970,36,Male,BERLIN,MOBILE DEVELOPER,14.0,SENIOR,83000.0,English,100-1000,PRODUCT,2019
971,32,Male,BERLIN,BACKEND DEVELOPER,7.0,SENIOR,70000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
972,34,Male,COLOGNE,DESKTOP,13.0,SENIOR,70000.0,English,50-100,PRODUCT,2019
973,29,Male,BERLIN,QA,7.0,MIDDLE,42000.0,English,100-1000,CONSULTING / AGENCY,2019
974,33,Female,BERLIN,BUSINESS ANALYST,1.0,JUNIOR,32000.0,English,1000+,STARTUP,2019
975,31,Male,MUNICH,DEVOPS,8.0,SENIOR,80000.0,English,100-1000,PRODUCT,2019
976,37,Male,UTRECHT,PRODUCT MANAGER,17.0,MIDDLE,71000.0,English,100-1000,PRODUCT,2019
977,26,Female,AMSTERDAM,BACKEND DEVELOPER,4.0,MIDDLE,52800.0,English,1000+,BANK,2019
978,33,Male,AMSTERDAM,FRONTEND DEVELOPER,10.0,SENIOR,87000.0,English,1000+,PRODUCT,2019
979,28,Male,MOSCOW,FRONTEND DEVELOPER,5.0,LEAD,54000.0,Russian,100-1000,PRODUCT,2019
980,27,Male,BERLIN,DATA SCIENTIST,5.0,SENIOR,73300.0,English,1000+,CONSULTING / AGENCY,2019
981,30,Male,AMSTERDAM,DATA ENGINEER,14.0,SENIOR,100000.0,English,1000+,STARTUP,2019
982,46,Male,MUNICH,SRE,20.0,LEAD,70000.0,English,1000+,PRODUCT,2019
983,41,Male,MUNICH,BACKEND DEVELOPER,19.0,SENIOR,73200.0,English,1000+,PRODUCT,2019
984,41,Male,KIEV,BACKEND DEVELOPER,19.0,SENIOR,45000.0,Russian,50-100,PRODUCT,2019
985,32,Female,AMSTERDAM,BUSINESS ANALYST,7.0,SENIOR,74900.0,English,1000+,PRODUCT,2019
986,30,Male,AMSTERDAM,BACKEND DEVELOPER,10.0,SENIOR,71000.0,English,1000+,PRODUCT,2019
987,28,Male,AMSTERDAM,SECURITY ENGINEER,7.0,SENIOR,72000.0,English,1000+,BANK,2019
988,42,Male,MUNICH,MANAGER,9.0,SENIOR,68000.0,English,1000+,PRODUCT,2019
989,33,Male,BERLIN,SOFTWARE ARCHITECT,15.0,SENIOR,100000.0,English,1000+,PRODUCT,2019
990,32,Male,FRANKFURT,FULLSTACK DEVELOPER,5.0,MIDDLE,63000.0,Deutsch,1000+,CONSULTING / AGENCY,2019
0,26,Male,MUNICH,SOFTWARE ENGINEER,5.0,SENIOR,80000.0,English,51-100,PRODUCT,2020
1,26,Male,BERLIN,BACKEND DEVELOPER,7.0,SENIOR,80000.0,English,101-1000,PRODUCT,2020
2,29,Male,BERLIN,SOFTWARE ENGINEER,12.0,LEAD,120000.0,English,101-1000,PRODUCT,2020
3,28,Male,BERLIN,FRONTEND DEVELOPER,4.0,JUNIOR,54000.0,English,51-100,STARTUP,2020
4,37,Male,BERLIN,BACKEND DEVELOPER,17.0,SENIOR,62000.0,English,101-1000,PRODUCT,2020
5,32,Male,BERLIN,DEVOPS,5.0,SENIOR,76000.0,English,11-50,STARTUP,2020
6,37,Male,BERLIN,FRONTEND DEVELOPER,6.0,MIDDLE,57000.0,English,11-50,PRODUCT,2020
7,24,Male,BERLIN,FRONTEND DEVELOPER,5.0,SENIOR,65000.0,English,1000+,PRODUCT,2020
8,29,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,56000.0,English,101-1000,PRODUCT,2020
9,35,Male,BERLIN,SOFTWARE ENGINEER,15.0,LEAD,95000.0,English,101-1000,PRODUCT,2020
10,32,Female,HAMBURG,DATA ENGINEER,2.0,JUNIOR,52500.0,German,101-1000,CONSULTING / AGENCY,2020
11,32,Male,BERLIN,SOFTWARE ENGINEER,25.0,SENIOR,100000.0,English,11-50,PRODUCT,2020
12,32,Male,BERLIN,SOFTWARE ENGINEER,10.0,LEAD,90000.0,English,1000+,PRODUCT,2020
13,34,Male,BERLIN,SOFTWARE ENGINEER,14.0,SENIOR,70000.0,English,11-50,STARTUP,2020
14,28,Male,BERLIN,DESIGNER (UI/UX),11.0,SENIOR,75000.0,English,1000+,PRODUCT,2020
15,31,Male,WOLFSBURG,BACKEND DEVELOPER,5.0,SENIOR,75000.0,English,101-1000,CONSULTING / AGENCY,2020
16,29,Male,HAMBURG,BACKEND DEVELOPER,7.0,MIDDLE,60350.0,English,1000+,PRODUCT,2020
17,41,Male,BERLIN,PRODUCT MANAGER,18.0,SENIOR,78000.0,English,51-100,STARTUP,2020
18,27,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,60000.0,English,1000+,PRODUCT,2020
19,34,Male,BERLIN,MOBILE DEVELOPER,11.0,LEAD,80000.0,English,101-1000,PRODUCT,2020
20,34,Male,BERLIN,DEVOPS,13.0,SENIOR,103000.0,English,1000+,PRODUCT,2020
21,34,Male,BERLIN,SOFTWARE ARCHITECT,15.0,LEAD,100000.0,English,1000+,PRODUCT,2020
22,25,Male,BERLIN,SOFTWARE ENGINEER,5.0,SENIOR,65000.0,German,1000+,PRODUCT,2020
23,59,Male,BERLIN,BACKEND DEVELOPER,30.0,SENIOR,69000.0,German,101-1000,PRODUCT,2020
24,36,Male,BERLIN,SOFTWARE ENGINEER,17.0,LEAD,70000.0,English,101-1000,PRODUCT,2020
25,38,Male,BERLIN,TEAM LEAD,18.0,LEAD,80000.0,English,101-1000,PRODUCT,2020
26,24,Male,BERLIN,DEVOPS,6.0,SENIOR,75000.0,English,101-1000,PRODUCT,2020
27,37,Male,BERLIN,TEST MANAGER,6.0,MIDDLE,47400.0,German,1000+,MEDIA,2020
28,32,Male,BERLIN,DEVOPS,14.0,SENIOR,67000.0,English,101-1000,PRODUCT,2020
29,40,Male,BERLIN,PRODUCT MANAGER,13.0,SENIOR,70000.0,English,101-1000,PRODUCT,2020
30,29,Male,BERLIN,SOFTWARE ENGINEER,6.0,LEAD,85000.0,English,101-1000,PRODUCT,2020
31,31,Male,BERLIN,BACKEND DEVELOPER,5.0,MIDDLE,65000.0,English,101-1000,STARTUP,2020
32,29,Female,BERLIN,QA ENGINEER,7.0,MIDDLE,45000.0,English,51-100,STARTUP,2020
33,39,Male,BERLIN,SOFTWARE ENGINEER,8.0,SENIOR,80000.0,English,51-100,STARTUP,2020
34,27,Male,BERLIN,SOFTWARE ENGINEER,8.0,MIDDLE,63000.0,English,101-1000,PRODUCT,2020
35,33,Male,BERLIN,DATA SCIENTIST,5.0,LEAD,150000.0,English,1000+,PRODUCT,2020
36,28,Female,BERLIN,DESIGNER (UI/UX),7.0,MIDDLE,45000.0,German,1000+,PRODUCT,2020
37,30,Male,BERLIN,SOFTWARE ENGINEER,8.0,SENIOR,80000.0,English,101-1000,PRODUCT,2020
38,28,Male,BERLIN,BACKEND DEVELOPER,5.0,SENIOR,75000.0,English,101-1000,STARTUP,2020
39,38,Male,BERLIN,DEVOPS,10.0,SENIOR,70000.0,English,51-100,STARTUP,2020
40,29,Male,BERLIN,FRONTEND DEVELOPER,7.0,SENIOR,72000.0,English,1000+,PRODUCT,2020
41,49,Male,BERLIN,SOFTWARE ENGINEER,15.0,SENIOR,67000.0,German,1000+,PRODUCT,2020
42,32,Male,BERLIN,FRONTEND DEVELOPER,10.0,SENIOR,105000.0,English,101-1000,PRODUCT,2020
43,33,Female,BERLIN,SOFTWARE ENGINEER,12.0,SENIOR,88000.0,English,1000+,PRODUCT,2020
44,30,Male,BERLIN,SOFTWARE ENGINEER,6.0,SENIOR,74000.0,English,1000+,PRODUCT,2020
45,48,Male,BERLIN,SOFTWARE ENGINEER,25.0,SENIOR,75000.0,English,101-1000,PRODUCT,2020
46,28,Female,BERLIN,DESIGNER (UI/UX),5.0,SENIOR,60000.0,English,1000+,PRODUCT,2020
47,32,Male,BERLIN,BACKEND DEVELOPER,3.0,MIDDLE,77000.0,English,101-1000,PRODUCT,2020
48,38,Female,BERLIN,BACKEND DEVELOPER,12.0,SENIOR,70000.0,English,1000+,PRODUCT,2020
49,31,Male,BERLIN,SOFTWARE ENGINEER,7.0,LEAD,76000.0,English,101-1000,STARTUP,2020
50,35,Male,BERLIN,BACKEND DEVELOPER,10.0,SENIOR,75000.0,English,101-1000,PRODUCT,2020
51,28,Female,BERLIN,DESIGNER (UI/UX),7.0,MIDDLE,45000.0,German,1000+,PRODUCT,2020
52,29,Female,BERLIN,QA ENGINEER,8.0,SENIOR,60000.0,English,51-100,STARTUP,2020
53,32,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,65000.0,English,11-50,PRODUCT,2020
54,44,Male,BERLIN,BACKEND DEVELOPER,12.0,SENIOR,68000.0,English,11-50,PRODUCT,2020
55,32,Male,BERLIN,SOFTWARE ENGINEER,10.0,SENIOR,75000.0,English,1000+,PRODUCT,2020
56,35,Male,MUNICH,SOFTWARE ENGINEER,11.0,SENIOR,65000.0,German,101-1000,PRODUCT,2020
57,33,Male,MUNICH,DEVOPS,15.0,LEAD,90000.0,English,101-1000,PRODUCT,2020
58,29,Male,BERLIN,SOFTWARE ENGINEER,5.0,SENIOR,75000.0,English,101-1000,PRODUCT,2020
59,66,Male,MUNICH,SOFTWARE ENGINEER,40.0,LEAD,70000.0,German,51-100,PRODUCT,2020
60,39,Female,BERLIN,SOFTWARE ENGINEER,10.0,SENIOR,70500.0,German,101-1000,CONSULTING / AGENCY,2020
61,28,Male,MUNICH,BACKEND DEVELOPER,5.0,SENIOR,72000.0,English,101-1000,PRODUCT,2020
62,34,Male,MUNICH,FRONTEND DEVELOPER,5.0,SENIOR,73500.0,English,11-50,PRODUCT,2020
63,34,Male,MUNICH,SOFTWARE ENGINEER,13.0,LEAD,72000.0,English,51-100,PRODUCT,2020
64,32,Male,MUNICH,FRONTEND DEVELOPER,7.0,SENIOR,62000.0,German,101-1000,CONSULTING / AGENCY,2020
65,38,Male,STUTTGART,HARDWARE ENGINEER,15.0,LEAD,83000.0,English,1000+,PRODUCT,2020
66,32,Male,BERLIN,DATA SCIENTIST,10.0,HEAD,110000.0,English,1000+,CONSULTING / AGENCY,2020
67,45,Male,SCHLESWIG-HOLSTEIN,SOFTWARE ENGINEER,26.0,SENIOR,93000.0,German,1000+,PRODUCT,2020
68,48,Male,LONDON,DATA ENGINEER,23.0,SENIOR,110000.0,English,up to 10,PERSONAL LTD,2020
69,28,Male,BERLIN,SOFTWARE ENGINEER,3.0,MIDDLE,55000.0,English,11-50,STARTUP,2020
70,29,Male,KONSTANZ AREA,MOBILE DEVELOPER,6.0,MIDDLE,53000.0,English,11-50,STARTUP,2020
71,36,Male,MUNICH,BACKEND DEVELOPER,15.0,SENIOR,55000.0,English,1000+,PRODUCT,2020
72,39,Male,BERLIN,SOFTWARE ENGINEER,10.0,SENIOR,75000.0,German,1000+,CONSULTING / AGENCY,2020
73,29,Male,MUNICH,SOFTWARE ENGINEER,7.0,SENIOR,80000.0,English,1000+,PRODUCT,2020
74,31,Male,BERLIN,ENGINEERING MANAGER,11.0,LEAD,80000.0,English,101-1000,STARTUP,2020
75,30,Male,BERLIN,BACKEND DEVELOPER,5.0,MIDDLE,55000.0,English,1000+,PRODUCT,2020
76,30,Male,MUNICH,DEVOPS,8.0,MIDDLE,70200.0,English,1000+,PRODUCT,2020
77,33,Male,FRANKFURT,SOFTWARE ENGINEER,4.0,MIDDLE,50000.0,English,11-50,CONSULTING / AGENCY,2020
78,27,Male,BERLIN,SOFTWARE ENGINEER,5.0,SENIOR,78000.0,English,1000+,STARTUP,2020
79,26,Female,MUNICH,DATA SCIENTIST,6.0,MIDDLE,60000.0,English,1000+,PRODUCT,2020
80,26,Male,BERLIN,SOFTWARE ENGINEER,8.0,LEAD,85000.0,English,1000+,PRODUCT,2020
81,31,Female,BERLIN,ANALYTICS ENGINEER,6.0,MIDDLE,60000.0,English,101-1000,STARTUP,2020
82,30,Male,BERLIN,SOFTWARE ENGINEER,10.0,SENIOR,72000.0,English,101-1000,PRODUCT,2020
83,38,Male,BERLIN,LOCALIZATION PRODUCER,17.0,MIDDLE,68500.0,English,1000+,PRODUCT,2020
84,43,Male,BERLIN,MOBILE DEVELOPER,5.0,SENIOR,72000.0,English,1000+,PRODUCT,2020
85,33,Male,BERLIN,SOFTWARE ENGINEER,5.0,MIDDLE,65000.0,English,101-1000,PRODUCT,2020
